nome;placa;total_multas;genero;endereco;cidade;estado;ultima_multa;PARTITION
Maria Fernanda Castro;NSF-2I64;20;Mulher;Estrada Luiz Gustavo da Cruz, 55;CANA VERDE;MG;2020-05-17;MG
Ana Beatriz Cunha;FNE-8Y19;57;Não binário;Favela Cavalcanti, 23;RECREIO;MG;2021-11-11;MG
Pedro Miguel Cavalcanti;RDB-7A83;9;Homem;Avenida Yasmin Cavalcanti, 55;PERDIZES;MG;2021-01-12;MG
Samuel Moura;UTP-6R69;68;Homem;Parque Campos, 61;SOBRÁLIA;MG;2023-06-02;MG
Fernando Campos;ERQ-4W31;36;Homem;Viela Bruna Silveira, 54;PRATÁPOLIS;MG;2021-05-08;MG
Fernanda Santos;ZKA-8H63;24;Mulher;Praça de da Paz, 3;JACUTINGA;MG;2020-01-16;MG
Luiz Gustavo Viana;HRF-1I70;71;Homem;Área Viana;PEQUERI;MG;2020-11-03;MG
Fernanda Moreira;OHP-9S26;22;Não binário;Praia de da Conceição, 77;SERRANÓPOLIS DE MINAS;MG;2022-03-18;MG
Luiz Henrique Ribeiro;EUL-8I25;59;Homem;Favela Ana Sophia Pires, 273;ESTRELA DO SUL;MG;2021-12-28;MG
Vitor Hugo Santos;KMP-1E45;43;Homem;Travessa Maria Alice Ribeiro, 579;DATAS;MG;2020-10-23;MG
Natália da Cunha;CUG-7F49;0;Não binário;Ladeira Cavalcanti, 6;BUENÓPOLIS;MG;2021-06-03;MG
Davi Lucas da Mota;AYC-0X83;24;Homem;Favela de Duarte, 90;ARAPORÃ;MG;2023-01-24;MG
